id,duration,protocol_type,service,src_bytes,dst_bytes,urgent,count,srv_count,same_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_same_src_port_rate,labeled,attack_types
147721,0,tcp,http,293,1335,0,6,7,1,57,255,1,0.02,normal,unattack
139348,0,tcp,http,308,1380,0,3,4,1,255,239,0.94,0,normal,unattack
155031,0,tcp,http,0,0,0,1,3,1,255,18,0.07,0,normal,unattack
95940,0,tcp,http,372,633,0,9,9,1,250,255,1,0,normal,unattack
230933,0,udp,private,105,145,0,2,2,1,255,255,1,0,normal,unattack
177924,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
133254,0,udp,private,105,146,0,1,1,1,255,254,1,0.01,normal,unattack
290514,0,tcp,http,205,476,0,6,6,1,18,255,1,0.06,normal,unattack
212892,0,udp,private,105,0,0,1,1,1,255,252,0.99,0,normal,unattack
100248,0,udp,domain_u,45,115,0,1,6,1,255,252,0.99,0,normal,unattack
229803,0,udp,private,53,55,0,511,511,1,255,255,1,1,normal,unattack
99281,0,tcp,http,237,392,0,12,12,1,255,255,1,0,normal,unattack
41385,0,udp,private,105,146,0,2,2,1,255,254,1,0,normal,unattack
157089,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
94794,0,tcp,http,333,6706,0,5,5,1,227,255,1,0,normal,unattack
136194,0,tcp,http,148,597,0,1,1,1,11,255,1,0.09,normal,unattack
231436,0,tcp,http,211,2684,0,8,9,1,8,255,1,0.12,normal,unattack
37135,0,tcp,http,258,6113,0,1,1,1,17,255,1,0.06,normal,unattack
153355,0,tcp,http,224,259,0,8,13,1,20,255,1,0.05,normal,unattack
94803,0,tcp,http,344,6990,0,24,24,1,255,255,1,0,normal,unattack
290796,0,tcp,smtp,1565,492,0,1,5,1,255,13,0.05,0,normal,unattack
78922,0,tcp,http,172,19681,0,1,2,1,126,255,1,0.01,normal,unattack
154178,0,tcp,http,190,4558,0,7,9,1,7,255,1,0.14,normal,unattack
231210,0,tcp,smtp,1735,325,0,1,4,1,117,169,0.53,0.01,normal,unattack
229310,0,tcp,http,276,2861,0,2,4,1,2,255,1,0.5,normal,unattack
291774,0,tcp,http,250,5086,0,1,1,1,52,255,1,0.02,normal,unattack
78059,0,tcp,ftp_data,63,0,0,1,1,1,21,13,0.29,0.29,normal,unattack
75149,0,tcp,http,271,821,0,1,1,1,1,255,1,1,normal,unattack
77293,0,tcp,http,226,5730,0,15,15,1,100,247,1,0.01,normal,unattack
35605,0,tcp,ftp_data,192,0,0,2,3,1,47,14,0.09,0.09,normal,unattack
132822,0,udp,private,105,146,0,1,1,1,255,254,1,0,normal,unattack
226733,0,tcp,http,236,17,0,16,16,1,121,255,1,0.01,normal,unattack
90113,0,tcp,http,247,7646,0,6,6,1,35,35,1,0.03,normal,unattack
148208,0,tcp,http,277,37962,0,1,2,1,7,255,1,0.14,normal,unattack
99289,0,tcp,http,194,405,0,1,29,1,5,251,1,0.2,normal,unattack
212185,0,tcp,http,229,4071,0,1,1,1,71,255,1,0.01,normal,unattack
78563,0,tcp,http,217,5951,0,22,27,1,255,255,1,0,normal,unattack
91307,0,udp,private,105,147,0,1,1,1,255,254,1,0,normal,unattack
93413,0,tcp,http,338,766,0,4,4,1,17,243,1,0.06,normal,unattack
212529,0,udp,domain_u,42,42,0,1,3,1,45,33,0.73,0.02,normal,unattack
287588,0,tcp,http,295,1999,0,1,1,1,1,255,1,1,normal,unattack
81437,0,tcp,http,286,751,0,6,28,1,77,255,1,0.01,normal,unattack
144967,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
284199,0,tcp,http,303,313,0,16,17,1,255,255,1,0,normal,unattack
8232,0,tcp,http,324,13335,0,20,29,1,20,255,1,0.05,normal,unattack
150113,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
211318,0,tcp,http,209,307,0,17,21,1,255,255,1,0,normal,unattack
310014,0,udp,private,105,147,0,1,1,1,255,254,1,0,normal,unattack
37184,0,tcp,http,344,309,0,2,5,1,255,255,1,0,normal,unattack
98753,0,udp,private,105,105,0,1,1,1,255,255,1,0,normal,unattack
231672,0,tcp,http,226,916,0,6,6,1,6,236,1,0.17,normal,unattack
290780,0,tcp,http,316,2084,0,8,8,1,68,255,1,0.01,normal,unattack
214646,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
90155,0,tcp,http,241,417,0,12,12,1,98,255,1,0.01,normal,unattack
291924,0,tcp,http,201,93526,0,3,3,1,25,255,1,0.04,normal,unattack
310365,0,udp,private,105,147,0,2,2,1,255,254,1,0.01,normal,unattack
287268,0,udp,domain_u,32,86,0,2,8,1,106,99,0.93,0.02,normal,unattack
150498,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
37748,0,tcp,http,301,748,0,26,43,1,218,255,1,0,normal,unattack
82397,0,tcp,http,308,14260,0,6,6,1,255,255,1,0,normal,unattack
91971,0,tcp,http,236,12621,0,4,4,1,255,255,1,0,normal,unattack
131259,0,udp,domain_u,44,71,0,101,101,1,255,255,1,0.01,normal,unattack
696,0,udp,private,105,146,0,1,1,1,255,255,1,0,normal,unattack
230531,0,udp,private,105,145,0,4,4,1,255,255,1,0,normal,unattack
152679,0,tcp,smtp,0,83,0,1,2,1,69,55,0.8,0.01,normal,unattack
35568,0,tcp,http,277,393,0,11,11,1,140,255,1,0.01,normal,unattack
78658,0,tcp,http,237,3830,0,1,23,1,76,255,1,0.01,normal,unattack
94142,1,tcp,smtp,2013,328,0,1,1,1,133,188,0.77,0.01,normal,unattack
136340,0,tcp,smtp,857,326,0,1,1,1,94,152,0.65,0.01,normal,unattack
40563,0,tcp,http,263,279,0,10,10,1,255,253,0.99,0,normal,unattack
145389,0,tcp,http,368,2027,0,19,19,1,255,255,1,0,normal,unattack
98320,0,udp,private,105,147,0,1,1,1,255,254,1,0,normal,unattack
145968,0,tcp,http,323,7687,0,22,22,1,255,255,1,0,normal,unattack
77518,0,tcp,http,298,1263,0,20,20,1,20,255,1,0.05,normal,unattack
134418,0,udp,private,105,146,0,1,1,1,255,253,0.99,0,normal,unattack
39541,0,tcp,http,290,954,0,15,25,1,36,255,1,0.03,normal,unattack
92513,0,tcp,smtp,2915,332,0,1,1,1,92,179,0.75,0.01,normal,unattack
283123,0,tcp,http,319,1211,0,18,19,1,255,255,1,0,normal,unattack
229777,0,udp,private,54,54,0,511,511,1,255,255,1,0.83,normal,unattack
95419,0,tcp,http,205,1227,0,34,38,1,255,255,1,0,normal,unattack
100637,0,tcp,http,232,1075,0,7,28,1,65,19,0.29,0.02,normal,unattack
287914,0,udp,private,105,147,0,1,1,1,255,253,0.99,0,normal,unattack
75835,0,udp,private,105,146,0,2,2,1,255,254,1,0,normal,unattack
78252,0,tcp,http,234,1885,0,6,6,1,48,255,1,0.02,normal,unattack
233577,0,tcp,smtp,1902,363,0,1,2,1,175,179,0.64,0.01,normal,unattack
78251,18,tcp,http,228,189,0,21,25,1,255,255,1,0,normal,unattack
139963,0,tcp,http,305,1069,0,8,8,1,229,247,1,0,normal,unattack
131335,0,tcp,other,0,0,0,1,1,1,255,1,0,0.8,normal,unattack
232880,0,udp,private,105,145,0,3,3,1,255,254,1,0,normal,unattack
150243,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
214328,0,tcp,http,220,1641,0,6,8,1,255,255,1,0,normal,unattack
144407,0,udp,private,105,146,0,3,3,1,255,255,1,0.01,normal,unattack
100372,0,tcp,http,288,3092,0,1,2,1,23,255,1,0.04,normal,unattack
116694,0,tcp,http,344,3264,0,21,21,1,62,248,1,0.02,normal,unattack
144529,0,udp,private,105,146,0,4,4,1,255,254,1,0.01,normal,unattack
97190,0,udp,private,105,147,0,1,1,1,255,254,1,0,normal,unattack
41297,0,udp,private,105,146,0,1,1,1,255,254,1,0,normal,unattack
145221,0,tcp,http,200,7306,0,16,16,1,16,255,1,0.06,normal,unattack
579,0,tcp,http,206,16082,0,35,58,1,255,255,1,0,normal,unattack
90822,0,tcp,http,239,1529,0,4,4,1,20,255,1,0.05,normal,unattack
152791,0,tcp,http,364,2209,0,4,5,1,255,255,1,0,normal,unattack
39343,0,tcp,smtp,1961,327,0,1,1,1,187,136,0.6,0.01,normal,unattack
78173,0,tcp,http,204,2828,0,17,20,1,186,255,1,0.01,normal,unattack
144989,0,tcp,http,199,301,0,21,21,1,255,255,1,0,normal,unattack
228106,0,tcp,smtp,0,83,0,1,1,1,167,162,0.62,0.01,normal,unattack
38765,0,udp,domain_u,45,45,0,5,6,0.8,255,251,0.98,0.01,normal,unattack
131207,0,udp,domain_u,86,42,0,16,16,1,255,227,0.89,0.12,normal,unattack
143887,0,udp,private,105,146,0,1,1,1,255,254,1,0,normal,unattack
286999,0,udp,private,105,146,0,1,1,1,255,253,0.99,0,normal,unattack
107286,0,udp,domain_u,42,42,0,2,3,1,255,255,1,0,normal,unattack
90143,0,tcp,smtp,2254,329,0,1,1,1,23,23,1,0.04,normal,unattack
145257,0,tcp,http,195,1823,0,2,21,1,149,255,1,0.01,normal,unattack
143641,0,udp,domain_u,45,147,0,21,100,1,255,255,1,0,normal,unattack
144743,0,udp,private,105,146,0,4,4,1,255,254,1,0.01,normal,unattack
228677,0,tcp,http,216,2547,0,1,3,1,18,255,1,0.06,normal,unattack
78809,0,tcp,http,307,1528,0,2,2,1,118,255,1,0.01,normal,unattack
100171,2,tcp,smtp,1596,331,0,1,1,1,22,134,0.5,0.05,normal,unattack
150643,0,udp,ntp_u,48,48,0,1,1,1,255,11,0.04,0.04,normal,unattack
227322,0,tcp,http,276,622,0,33,33,1,255,255,1,0,normal,unattack
210399,0,udp,private,105,0,0,1,1,1,255,254,1,0,normal,unattack
137513,0,tcp,http,295,330,0,19,20,1,255,255,1,0,normal,unattack
211918,0,tcp,http,199,289,0,11,27,1,11,255,1,0.09,normal,unattack
36684,0,tcp,http,295,4702,0,26,27,1,26,98,1,0.04,normal,unattack
80495,0,udp,private,1,4,0,45,4,0.09,255,4,0.02,0.38,normal,unattack
148627,0,tcp,http,233,307,0,16,20,1,255,255,1,0,normal,unattack
8436,0,tcp,smtp,1176,330,0,1,1,1,14,42,0.79,0.07,normal,unattack
150745,0,udp,private,105,105,0,1,1,1,255,253,0.99,0,normal,unattack
143676,0,udp,domain_u,44,44,0,34,53,1,255,255,1,0.01,normal,unattack
95676,0,tcp,http,225,4615,0,15,15,1,255,255,1,0,normal,unattack
101745,0,tcp,http,222,4806,0,3,3,1,51,251,1,0.02,normal,unattack
39517,0,tcp,http,208,753,0,4,10,1,228,255,1,0,normal,unattack
226731,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
214814,0,tcp,http,230,2239,0,7,7,1,255,255,1,0,normal,unattack
151508,0,tcp,ftp_data,7012,0,0,9,9,1,255,64,0.25,0.25,normal,unattack
100075,0,tcp,http,245,4188,0,1,1,1,12,129,1,0.08,normal,unattack
213615,0,tcp,smtp,126,237,0,1,1,1,107,89,0.75,0.01,normal,unattack
151243,0,udp,domain_u,1,1,0,81,14,0.17,255,14,0.05,0.39,normal,unattack
35755,0,tcp,http,210,921,0,10,12,1,255,255,1,0,normal,unattack
76207,0,tcp,smtp,1396,408,0,1,5,1,255,27,0.11,0,normal,unattack
132834,0,udp,private,105,146,0,1,1,1,255,254,1,0.01,normal,unattack
40094,0,tcp,http,210,4800,0,6,6,1,152,255,1,0.01,normal,unattack
91611,0,tcp,http,292,1249,0,7,7,1,22,255,1,0.05,normal,unattack
78749,0,tcp,http,315,255,0,13,13,1,255,255,1,0,normal,unattack
77415,0,tcp,http,281,9157,0,7,7,1,49,255,1,0.02,normal,unattack
283703,41,tcp,telnet,828,437309,0,1,1,1,187,34,0.18,0.01,normal,unattack
124676,0,tcp,http,216,8516,0,9,9,1,31,255,1,0.03,normal,unattack
155973,0,tcp,http,270,2255,0,1,5,1,79,255,1,0.01,normal,unattack
75083,0,tcp,http,237,1048,0,9,9,1,66,255,1,0.02,normal,unattack
152659,0,tcp,http,369,4174,0,6,7,1,255,255,1,0,normal,unattack
152097,1,tcp,http,362,554,0,1,1,1,2,255,1,0.5,normal,unattack
79190,0,tcp,http,205,2080,0,10,10,1,30,30,1,0.03,normal,unattack
211415,0,tcp,http,230,3216,0,2,2,1,215,255,1,0,normal,unattack
97568,0,udp,domain_u,45,126,0,107,185,1,201,129,0.64,0,normal,unattack
231945,0,tcp,http,324,2538,0,16,16,1,208,255,1,0,normal,unattack
282867,0,tcp,http,161,1288,0,3,10,1,157,255,1,0.01,normal,unattack
135338,0,tcp,http,205,1832,0,2,3,1,32,255,1,0.03,normal,unattack
78370,0,tcp,http,318,806,0,13,36,1,255,255,1,0,normal,unattack
101869,0,tcp,smtp,1964,337,0,2,4,0.5,179,156,0.64,0.01,normal,unattack
149135,0,tcp,http,307,365,0,8,12,1,20,255,1,0.05,normal,unattack
150925,0,tcp,http,238,12248,0,1,1,1,42,255,1,0.02,normal,unattack
137845,0,tcp,http,236,1131,0,10,18,1,32,255,1,0.03,normal,unattack
229614,0,tcp,http,322,997,0,5,5,1,44,255,1,0.02,normal,unattack
92488,0,tcp,http,355,1489,0,9,18,1,255,255,1,0,normal,unattack
90247,0,udp,private,105,147,0,1,1,1,255,253,0.99,0,normal,unattack
283880,0,tcp,http,244,1920,0,15,23,1,57,182,1,0.02,normal,unattack
287890,0,udp,private,105,147,0,2,2,1,255,253,0.99,0,normal,unattack
76442,0,tcp,http,324,366,0,9,13,1,255,255,1,0,normal,unattack
78541,0,tcp,http,222,347,0,32,35,1,110,253,1,0.01,normal,unattack
144411,0,udp,private,105,146,0,3,3,1,255,254,1,0.01,normal,unattack
100545,0,tcp,http,320,454,0,8,8,1,255,255,1,0,normal,unattack
148614,0,tcp,http,311,1943,0,11,11,1,11,255,1,0.09,normal,unattack
140026,0,tcp,http,316,4206,0,5,9,1,187,251,1,0.01,normal,unattack
37268,22,tcp,ftp,317,1054,0,1,1,1,161,35,0.22,0.01,normal,unattack
40113,0,udp,domain_u,42,42,0,2,3,1,255,249,0.98,0,normal,unattack
283650,308,tcp,http,240,13698,0,1,2,1,97,255,1,0.01,normal,unattack
133139,117,tcp,http,377,528,0,1,1,1,9,255,1,0.11,normal,unattack
143130,0,tcp,http,224,379,0,7,7,1,255,255,1,0,normal,unattack
99753,0,tcp,http,286,3965,0,1,4,1,5,255,1,0.2,normal,unattack
677,0,tcp,http,210,2858,0,29,32,1,255,255,1,0,normal,unattack
99863,0,tcp,http,296,317,0,20,24,1,135,255,1,0.01,normal,unattack
152337,0,tcp,http,257,260,0,4,9,1,4,255,1,0.25,normal,unattack
38225,0,tcp,http,153,471,0,8,8,1,21,255,1,0.05,normal,unattack
96928,0,tcp,http,281,762,0,3,4,1,146,255,1,0.01,normal,unattack
292155,0,udp,private,105,147,0,2,2,1,255,254,1,0,normal,unattack
284685,0,udp,private,105,146,0,1,1,1,255,253,0.99,0,normal,unattack
286401,0,tcp,http,225,4325,0,7,7,1,21,255,1,0.05,normal,unattack
40089,0,tcp,http,315,73600,0,5,10,1,255,255,1,0,normal,unattack
142385,0,udp,private,105,146,0,2,2,1,255,254,1,0,normal,unattack
227493,0,tcp,http,291,1211,0,7,23,1,255,255,1,0.01,normal,unattack
148311,0,tcp,http,226,528,0,8,8,1,44,255,1,0.02,normal,unattack
152941,0,tcp,http,222,690,0,5,9,1,61,131,1,0.02,normal,unattack
95498,0,tcp,http,228,1380,0,4,4,1,255,251,0.98,0,normal,unattack
150029,0,udp,private,105,0,0,1,1,1,255,252,0.99,0,normal,unattack
149488,0,tcp,http,332,8131,0,10,11,1,21,255,1,0.05,normal,unattack
81474,0,tcp,http,305,11075,0,2,3,1,87,255,1,0.01,normal,unattack
101567,0,tcp,http,303,1075,0,1,1,1,255,54,0.21,0,normal,unattack
210997,1,tcp,smtp,656,429,0,1,3,1,122,79,0.03,0.01,normal,unattack
124324,0,tcp,http,218,339,0,15,33,1,86,255,1,0.01,normal,unattack
99817,0,tcp,http,381,1785,0,1,3,1,7,255,1,0.14,normal,unattack
37273,0,udp,private,105,146,0,1,1,1,255,254,1,0,normal,unattack
40279,0,tcp,http,226,3220,0,6,6,1,19,255,1,0.05,normal,unattack
230925,0,tcp,http,220,11481,0,2,5,1,11,255,1,0.09,normal,unattack
287901,0,tcp,http,325,1512,0,7,7,1,161,255,1,0.01,normal,unattack
155083,0,tcp,http,218,1551,0,17,23,1,17,255,1,0.06,normal,unattack
133852,0,tcp,http,314,9624,0,5,5,1,5,210,1,0.2,normal,unattack
78253,0,tcp,http,202,4432,0,1,7,1,1,237,1,1,normal,unattack
124384,0,tcp,http,196,1352,0,23,34,1,255,255,1,0,normal,unattack
95222,0,tcp,http,294,289,0,1,1,1,31,255,1,0.03,normal,unattack
144879,0,tcp,http,185,22546,0,15,15,1,82,255,1,0.01,normal,unattack
227138,3,tcp,http,154,4097,0,1,1,1,255,255,1,0,normal,unattack
8647,0,tcp,smtp,708,280,0,1,2,1,53,175,0.58,0.02,normal,unattack
214777,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
150228,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
75865,0,udp,private,105,146,0,2,2,1,255,254,1,0,normal,unattack
129695,0,udp,domain_u,42,42,0,22,23,1,255,255,1,0.01,normal,unattack
94617,0,tcp,smtp,1315,330,0,1,2,1,189,134,0.61,0.01,normal,unattack
150131,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
77851,0,tcp,http,238,345,0,27,29,1,156,255,1,0.01,normal,unattack
37671,0,tcp,smtp,1772,328,0,1,2,1,148,175,0.58,0.01,normal,unattack
94398,0,tcp,http,204,2270,0,16,21,1,108,255,1,0.01,normal,unattack
225957,0,tcp,http,156,597,0,3,4,1,64,255,1,0.02,normal,unattack
215005,0,tcp,http,196,1209,0,22,23,1,51,255,1,0.02,normal,unattack
213088,0,tcp,http,257,10683,0,10,10,1,26,255,1,0.04,normal,unattack
215088,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
143275,0,udp,private,105,146,0,1,1,1,255,253,0.99,0,normal,unattack
98693,0,udp,private,105,147,0,2,2,1,255,254,1,0.01,normal,unattack
132947,0,tcp,http,323,2748,0,14,14,1,255,255,1,0,normal,unattack
96085,0,udp,private,105,147,0,1,1,1,255,253,0.99,0,normal,unattack
210645,0,tcp,http,223,15330,0,38,38,1,255,255,1,0,normal,unattack
285382,0,udp,private,105,146,0,1,1,1,255,254,1,0,normal,unattack
38680,0,tcp,http,204,382,0,6,6,1,6,255,1,0.17,normal,unattack
41025,0,udp,private,105,146,0,2,2,1,255,254,1,0.01,normal,unattack
124299,0,tcp,http,206,255,0,9,9,1,55,255,1,0.02,normal,unattack
35569,0,tcp,http,266,12163,0,20,20,1,149,255,1,0.01,normal,unattack
135240,0,tcp,http,334,788,0,6,6,1,202,255,1,0,normal,unattack
148907,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
78672,0,tcp,http,187,11512,0,4,4,1,255,243,0.95,0,normal,unattack
286259,0,tcp,http,286,337,0,21,22,1,255,255,1,0,normal,unattack
101274,0,tcp,http,294,1023,0,22,49,1,255,255,1,0,normal,unattack
93045,0,tcp,http,222,3211,0,14,29,1,158,253,1,0.01,normal,unattack
287282,0,udp,private,105,147,0,1,1,1,255,254,1,0,normal,unattack
94363,0,tcp,http,281,5430,0,23,23,1,137,255,1,0.01,normal,unattack
226746,0,tcp,http,229,751,0,5,12,1,104,255,1,0.01,normal,unattack
284486,0,tcp,http,292,2828,0,9,9,1,62,255,1,0.02,normal,unattack
136422,0,tcp,http,220,15018,0,19,19,1,19,255,1,0.05,normal,unattack
290050,0,udp,domain_u,35,95,0,2,3,1,255,230,0.9,0.01,normal,unattack
282394,0,tcp,smtp,1201,332,0,1,1,1,178,178,0.64,0.01,normal,unattack
102846,0,tcp,smtp,842,328,0,1,1,1,219,140,0.53,0,normal,unattack
123617,0,tcp,ftp_data,9311,0,0,7,7,1,107,20,0.19,0.19,normal,unattack
78201,0,tcp,http,312,372,0,3,3,1,4,255,1,0.25,normal,unattack
286884,0,tcp,http,317,260,0,10,11,1,25,255,1,0.04,normal,unattack
36669,0,tcp,http,288,873,0,13,33,1,67,255,1,0.01,normal,unattack
136382,0,tcp,http,163,14780,0,3,3,1,255,255,1,0,normal,unattack
84,0,udp,private,105,146,0,1,1,1,255,254,1,0,normal,unattack
76277,0,udp,domain_u,34,94,0,1,1,1,7,234,0.57,0.57,normal,unattack
143928,0,udp,private,105,146,0,2,2,1,255,254,1,0,normal,unattack
154241,0,tcp,http,312,9146,0,3,4,1,22,55,1,0.05,normal,unattack
81309,0,tcp,smtp,1598,333,0,1,1,1,167,154,0.8,0.01,normal,unattack
150195,0,udp,domain_u,42,42,0,5,11,1,255,255,1,0,normal,unattack
141258,0,tcp,http,161,2952,0,4,4,1,57,255,1,0.02,normal,unattack
211443,0,tcp,ftp_data,252,0,0,2,2,1,153,48,0.21,0.21,normal,unattack
290952,0,tcp,http,228,50085,0,1,9,1,255,255,1,0,normal,unattack
282604,0,tcp,http,308,560,0,5,18,1,45,255,1,0.02,normal,unattack
226443,0,udp,private,105,0,0,1,1,1,255,252,0.99,0,normal,unattack
227632,0,tcp,http,282,2205,0,9,9,1,9,255,1,0.11,normal,unattack
100910,0,tcp,http,300,589,0,1,21,1,1,255,1,1,normal,unattack
95405,0,tcp,http,214,868,0,24,27,1,255,255,1,0,normal,unattack
212455,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
142985,0,tcp,http,141,47869,0,1,1,1,255,255,1,0,normal,unattack
226761,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
149522,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
285095,0,udp,private,105,146,0,4,4,1,255,254,1,0.01,normal,unattack
226705,0,tcp,http,227,1197,0,1,4,1,255,255,1,0,normal,unattack
37753,0,tcp,http,258,12370,0,1,1,1,219,255,1,0,normal,unattack
78089,0,tcp,http,193,765,0,3,3,1,25,255,1,0.04,normal,unattack
96378,0,udp,private,105,147,0,2,2,1,255,254,1,0,normal,unattack
81744,0,tcp,http,312,30154,0,1,1,1,36,255,1,0.03,normal,unattack
230638,0,tcp,http,208,13175,0,2,2,1,32,255,1,0.03,normal,unattack
229863,0,udp,private,53,50,0,511,511,1,255,255,1,1,normal,unattack
233646,0,udp,private,105,145,0,2,2,1,255,254,1,0,normal,unattack
134954,0,icmp,eco_i,30,0,0,1,1,1,255,1,0,0,normal,unattack
232275,0,tcp,http,295,410,0,3,3,1,127,254,1,0.01,normal,unattack
101846,0,udp,domain_u,45,45,0,2,3,1,255,224,0.88,0.01,normal,unattack
145050,0,tcp,http,224,284,0,12,12,1,255,255,1,0,normal,unattack
124686,0,tcp,http,151,7466,0,3,3,1,43,255,1,0.02,normal,unattack
